,0,1,2,3,4,5,6,7,8,9,10
5541,Gyrocopter,Ursa,Phantom Assassin,Puck,Dazzle,Storm Spirit,Lone Druid,Wisp,Tiny,Medusa,1
5542,Tidehunter,Lion,Pugna,Tinker,Riki,Treant Protector,Nyx Assassin,Spirit Breaker,Troll Warlord,Windrunner,2
5543,Medusa,Shadow Demon,Slark,Phantom Lancer,Nature's Prophet,Troll Warlord,Zeus,Anti-Mage,Leshrac,Bounty Hunter,2
5544,Windrunner,Chaos Knight,Weaver,Pudge,Anti-Mage,Shadow Demon,Bounty Hunter,Phantom Assassin,Slardar,Wisp,2
5545,Axe,Riki,Viper,Dark Seer,Shadow Fiend,Venomancer,Lifestealer,Necrolyte,Bounty Hunter,Templar Assassin,1
5546,Doom,Beastmaster,Lich,Troll Warlord,Invoker,Lion,Night Stalker,Anti-Mage,Dazzle,Lifestealer,1
5547,Lion,Zeus,Drow Ranger,Clinkz,Vengeful Spirit,Crystal Maiden,Windrunner,Morphling,Luna,Shadow Shaman,2
5548,Slark,Vengeful Spirit,Timbersaw,Ursa,Beastmaster,Earthshaker,Mirana,Nyx Assassin,Windrunner,Pudge,2
5549,Silencer,Broodmother,Juggernaut,Nature's Prophet,Queen of Pain,Leshrac,Spirit Breaker,Shadow Demon,Kunkka,Puck,2
5550,Outworld Devourer,Rubick,Lich,Luna,Dark Seer,Skeleton King,Invoker,Windrunner,Keeper of the Light,Magnus,1
5551,Night Stalker,Vengeful Spirit,Sand King,Disruptor,Zeus,Viper,Silencer,Shadow Fiend,Tiny,Witch Doctor,2
5552,Lone Druid,Skeleton King,Venomancer,Magnus,Zeus,Riki,Brewmaster,Troll Warlord,Storm Spirit,Keeper of the Light,1
5553,Templar Assassin,Axe,Mirana,Alchemist,Shadow Demon,Warlock,Queen of Pain,Ancient Apparition,Magnus,Lycanthrope,2
5554,Undying,Gyrocopter,Lifestealer,Axe,Weaver,Batrider,Lycanthrope,Wisp,Beastmaster,Silencer,1
5555,Tiny,Sand King,Storm Spirit,Slardar,Troll Warlord,Weaver,Axe,Phantom Lancer,Windrunner,Keeper of the Light,2
5556,Windrunner,Medusa,Keeper of the Light,Phantom Lancer,Invoker,Weaver,Magnus,Nyx Assassin,Juggernaut,Leshrac,1
5557,Medusa,Windrunner,Enigma,Jakiro,Pudge,Storm Spirit,Drow Ranger,Venomancer,Earthshaker,Zeus,1
5558,Sniper,Queen of Pain,Tiny,Crystal Maiden,Phantom Lancer,Nature's Prophet,Spirit Breaker,Pudge,Tidehunter,Lifestealer,2
5559,Chaos Knight,Weaver,Batrider,Death Prophet,Queen of Pain,Slardar,Enigma,Witch Doctor,Luna,Spectre,1
5560,Ancient Apparition,Queen of Pain,Keeper of the Light,Lifestealer,Sven,Pudge,Bane,Bounty Hunter,Ursa,Lion,2
5561,Enigma,Riki,Beastmaster,Tiny,Treant Protector,Slardar,Huskar,Juggernaut,Mirana,Alchemist,1
5562,Timbersaw,Treant Protector,Bounty Hunter,Phantom Assassin,Kunkka,Troll Warlord,Enigma,Magnus,Dark Seer,Nature's Prophet,2
5563,Sand King,Shadow Shaman,Riki,Omniknight,Centaur Warrunner,Nyx Assassin,Lina,Timbersaw,Tiny,Phantom Assassin,1
5564,Shadow Fiend,Mirana,Faceless Void,Centaur Warrunner,Dragon Knight,Crystal Maiden,Invoker,Windrunner,Ursa,Phantom Assassin,1
5565,Slark,Phantom Lancer,Invoker,Axe,Dark Seer,Nature's Prophet,Luna,Nyx Assassin,Queen of Pain,Jakiro,2
5566,Necrolyte,Lich,Puck,Clinkz,Dragon Knight,Nyx Assassin,Dark Seer,Lycanthrope,Silencer,Witch Doctor,2
5567,Juggernaut,Faceless Void,Keeper of the Light,Pudge,Broodmother,Queen of Pain,Morphling,Shadow Demon,Omniknight,Bane,2
5568,Kunkka,Rubick,Queen of Pain,Tidehunter,Leshrac,Magnus,Batrider,Lone Druid,Storm Spirit,Witch Doctor,1
5569,Undying,Chen,Alchemist,Tinker,Naga Siren,Dragon Knight,Nature's Prophet,Bounty Hunter,Medusa,Razor,2
5570,Kunkka,Slark,Wisp,Alchemist,Leshrac,Disruptor,Sand King,Lich,Sven,Tidehunter,2
5571,Dazzle,Anti-Mage,Tiny,Beastmaster,Lina,Queen of Pain,Witch Doctor,Dragon Knight,Lion,Medusa,1
5572,Shadow Demon,Lone Druid,Slardar,Troll Warlord,Templar Assassin,Dark Seer,Naga Siren,Tidehunter,Puck,Disruptor,1
5573,Slark,Mirana,Lina,Skeleton King,Bane,Vengeful Spirit,Shadow Demon,Storm Spirit,Nyx Assassin,Razor,2
5574,Invoker,Bounty Hunter,Shadow Shaman,Medusa,Luna,Pudge,Queen of Pain,Axe,Sand King,Troll Warlord,2
5575,Undying,Chen,Bane,Enchantress,Spirit Breaker,Omniknight,Lion,Death Prophet,Gyrocopter,Tiny,1
5576,Visage,Anti-Mage,Lich,Windrunner,Ogre Magi,Nyx Assassin,Puck,Tidehunter,Outworld Devourer,Omniknight,2
5577,Sven,Enigma,Windrunner,Alchemist,Pudge,Outworld Devourer,Night Stalker,Lone Druid,Tidehunter,Wisp,1
5578,Pudge,Troll Warlord,Sven,Omniknight,Riki,Shadow Fiend,Spirit Breaker,Dragon Knight,Lina,Nature's Prophet,1
5579,Juggernaut,Sand King,Shadow Fiend,Warlock,Shadow Shaman,Lifestealer,Undying,Keeper of the Light,Bounty Hunter,Rubick,2
5580,Invoker,Enchantress,Nyx Assassin,Medusa,Rubick,Windrunner,Tidehunter,Juggernaut,Troll Warlord,Night Stalker,2
5581,Invoker,Windrunner,Sand King,Nature's Prophet,Drow Ranger,Queen of Pain,Axe,Omniknight,Luna,Sven,1
5582,Warlock,Bounty Hunter,Zeus,Skeleton King,Sven,Ogre Magi,Pudge,Huskar,Chaos Knight,Mirana,1
5583,Tinker,Silencer,Clockwerk,Luna,Meepo,Windrunner,Axe,Nyx Assassin,Earthshaker,Dragon Knight,2
5584,Brewmaster,Tiny,Shadow Shaman,Queen of Pain,Juggernaut,Ursa,Wisp,Nyx Assassin,Troll Warlord,Meepo,1
5585,Puck,Storm Spirit,Phantom Lancer,Witch Doctor,Necrolyte,Phantom Assassin,Huskar,Lifestealer,Warlock,Luna,1
5586,Clockwerk,Medusa,Nyx Assassin,Rubick,Dazzle,Shadow Shaman,Vengeful Spirit,Lone Druid,Mirana,Earthshaker,2
5587,Enigma,Crystal Maiden,Bounty Hunter,Slark,Venomancer,Nyx Assassin,Necrolyte,Morphling,Lifestealer,Rubick,2
5588,Queen of Pain,Dragon Knight,Vengeful Spirit,Mirana,Shadow Demon,Gyrocopter,Rubick,Tinker,Lone Druid,Invoker,2
5589,Mirana,Bane,Brewmaster,Rubick,Phantom Lancer,Queen of Pain,Vengeful Spirit,Tiny,Timbersaw,Nature's Prophet,1
5590,Death Prophet,Pudge,Windrunner,Lifestealer,Invoker,Phantom Lancer,Tidehunter,Dazzle,Queen of Pain,Naga Siren,2
5591,Mirana,Gyrocopter,Necrolyte,Dark Seer,Pudge,Huskar,Bounty Hunter,Dragon Knight,Jakiro,Rubick,1
5592,Storm Spirit,Rubick,Doom,Lifestealer,Windrunner,Axe,Witch Doctor,Clinkz,Silencer,Invoker,1
5593,Lina,Dazzle,Lycanthrope,Pudge,Outworld Devourer,Phantom Lancer,Dark Seer,Undying,Rubick,Lifestealer,1
5594,Shadow Fiend,Spirit Breaker,Nature's Prophet,Bane,Timbersaw,Axe,Leshrac,Silencer,Luna,Beastmaster,1
5595,Doom,Queen of Pain,Shadow Shaman,Troll Warlord,Broodmother,Bounty Hunter,Nature's Prophet,Shadow Fiend,Sand King,Faceless Void,1
5596,Shadow Demon,Juggernaut,Windrunner,Necrolyte,Magnus,Tiny,Centaur Warrunner,Nature's Prophet,Lifestealer,Bounty Hunter,1
5597,Bane,Anti-Mage,Alchemist,Lina,Storm Spirit,Sand King,Kunkka,Shadow Shaman,Omniknight,Bloodseeker,2
5598,Rubick,Timbersaw,Razor,Nature's Prophet,Sven,Tidehunter,Visage,Sand King,Drow Ranger,Centaur Warrunner,2
5599,Lion,Juggernaut,Faceless Void,Morphling,Wisp,Troll Warlord,Dark Seer,Enigma,Rubick,Lina,2
5600,Magnus,Dragon Knight,Queen of Pain,Enchantress,Rubick,Sand King,Mirana,Lina,Drow Ranger,Ogre Magi,2
5601,Warlock,Silencer,Sven,Nyx Assassin,Juggernaut,Ogre Magi,Ursa,Doom,Drow Ranger,Pudge,1
5602,Pudge,Clockwerk,Morphling,Jakiro,Bloodseeker,Undying,Venomancer,Sniper,Shadow Demon,Queen of Pain,1
5603,Lifestealer,Phantom Lancer,Leshrac,Venomancer,Pudge,Weaver,Alchemist,Shadow Fiend,Enigma,Beastmaster,1
5604,Faceless Void,Puck,Jakiro,Pudge,Dark Seer,Phantom Lancer,Omniknight,Silencer,Queen of Pain,Keeper of the Light,1
5605,Chaos Knight,Pugna,Slardar,Weaver,Vengeful Spirit,Faceless Void,Zeus,Meepo,Lich,Jakiro,2
5606,Visage,Nature's Prophet,Troll Warlord,Gyrocopter,Sniper,Undying,Zeus,Riki,Juggernaut,Leshrac,2
5607,Chaos Knight,Nature's Prophet,Rubick,Templar Assassin,Anti-Mage,Juggernaut,Troll Warlord,Huskar,Batrider,Crystal Maiden,2
5608,Outworld Devourer,Medusa,Dazzle,Undying,Chen,Anti-Mage,Pudge,Phantom Lancer,Shadow Shaman,Mirana,2
5609,Bloodseeker,Medusa,Silencer,Invoker,Dazzle,Dark Seer,Lone Druid,Magnus,Warlock,Tiny,2
5610,Kunkka,Rubick,Pudge,Phantom Lancer,Death Prophet,Bane,Skeleton King,Queen of Pain,Meepo,Wisp,2
5611,Meepo,Bloodseeker,Ancient Apparition,Omniknight,Dragon Knight,Disruptor,Timbersaw,Magnus,Queen of Pain,Troll Warlord,1
5612,Templar Assassin,Slardar,Pudge,Ogre Magi,Enchantress,Rubick,Weaver,Doom,Tinker,Dark Seer,2
5613,Drow Ranger,Venomancer,Nature's Prophet,Lich,Lone Druid,Night Stalker,Pudge,Sniper,Gyrocopter,Lina,1
5614,Phantom Lancer,Pudge,Juggernaut,Sand King,Doom,Kunkka,Razor,Brewmaster,Venomancer,Sven,1
5615,Spectre,Bloodseeker,Skeleton King,Shadow Shaman,Silencer,Invoker,Zeus,Drow Ranger,Shadow Fiend,Anti-Mage,2
5616,Sniper,Sand King,Meepo,Pudge,Sven,Shadow Fiend,Omniknight,Faceless Void,Centaur Warrunner,Puck,2
5617,Shadow Demon,Kunkka,Warlock,Shadow Fiend,Viper,Sniper,Undying,Brewmaster,Jakiro,Zeus,2
5618,Faceless Void,Shadow Fiend,Templar Assassin,Ogre Magi,Chen,Troll Warlord,Dark Seer,Dragon Knight,Bounty Hunter,Death Prophet,1
5619,Invoker,Bounty Hunter,Luna,Clockwerk,Puck,Phantom Lancer,Keeper of the Light,Lich,Troll Warlord,Brewmaster,1
5620,Enchantress,Jakiro,Magnus,Night Stalker,Gyrocopter,Wisp,Clinkz,Queen of Pain,Tiny,Lifestealer,1
5621,Queen of Pain,Medusa,Bloodseeker,Alchemist,Morphling,Gyrocopter,Kunkka,Nature's Prophet,Venomancer,Enigma,2
5622,Nature's Prophet,Keeper of the Light,Phantom Lancer,Sniper,Pudge,Lifestealer,Storm Spirit,Queen of Pain,Tidehunter,Lion,1
5623,Pudge,Slark,Shadow Fiend,Alchemist,Medusa,Faceless Void,Nature's Prophet,Batrider,Tiny,Rubick,2
5624,Death Prophet,Medusa,Invoker,Windrunner,Alchemist,Shadow Fiend,Rubick,Lifestealer,Clockwerk,Crystal Maiden,2
5625,Phantom Lancer,Bane,Pudge,Nature's Prophet,Shadow Shaman,Keeper of the Light,Spectre,Clockwerk,Dark Seer,Disruptor,1
5626,Morphling,Timbersaw,Rubick,Queen of Pain,Lion,Leshrac,Phantom Lancer,Pudge,Clinkz,Nature's Prophet,2
5627,Nature's Prophet,Drow Ranger,Mirana,Nyx Assassin,Clockwerk,Rubick,Skeleton King,Axe,Viper,Meepo,2
5628,Nature's Prophet,Sven,Templar Assassin,Necrolyte,Crystal Maiden,Storm Spirit,Pudge,Bounty Hunter,Ancient Apparition,Troll Warlord,1
5629,Timbersaw,Puck,Phantom Lancer,Wisp,Razor,Shadow Demon,Medusa,Invoker,Alchemist,Rubick,1
5630,Luna,Shadow Fiend,Dazzle,Batrider,Bounty Hunter,Keeper of the Light,Alchemist,Lina,Windrunner,Invoker,1
5631,Batrider,Puck,Troll Warlord,Storm Spirit,Sand King,Spirit Breaker,Phantom Lancer,Magnus,Windrunner,Invoker,1
5632,Tidehunter,Shadow Fiend,Riki,Timbersaw,Lion,Invoker,Bounty Hunter,Crystal Maiden,Lifestealer,Troll Warlord,1
5633,Sven,Rubick,Juggernaut,Troll Warlord,Shadow Fiend,Ogre Magi,Keeper of the Light,Enigma,Huskar,Silencer,2
5634,Crystal Maiden,Juggernaut,Nyx Assassin,Keeper of the Light,Outworld Devourer,Skeleton King,Queen of Pain,Enchantress,Dark Seer,Gyrocopter,1
5635,Mirana,Venomancer,Silencer,Windrunner,Shadow Fiend,Zeus,Lina,Gyrocopter,Kunkka,Storm Spirit,1
5636,Troll Warlord,Chaos Knight,Lina,Death Prophet,Visage,Vengeful Spirit,Jakiro,Alchemist,Bounty Hunter,Silencer,2
5637,Riki,Magnus,Troll Warlord,Enigma,Nyx Assassin,Keeper of the Light,Night Stalker,Timbersaw,Spectre,Disruptor,1
5638,Troll Warlord,Gyrocopter,Beastmaster,Batrider,Mirana,Shadow Fiend,Lifestealer,Leshrac,Earthshaker,Luna,1
5639,Faceless Void,Rubick,Shadow Fiend,Omniknight,Enigma,Medusa,Pudge,Lion,Templar Assassin,Sand King,1
5640,Lone Druid,Ursa,Skeleton King,Keeper of the Light,Nyx Assassin,Vengeful Spirit,Queen of Pain,Chaos Knight,Windrunner,Spirit Breaker,2
5641,Enchantress,Storm Spirit,Centaur Warrunner,Tidehunter,Bounty Hunter,Sven,Sand King,Lina,Morphling,Slardar,1
5642,Lina,Drow Ranger,Pudge,Lifestealer,Doom,Anti-Mage,Jakiro,Nature's Prophet,Necrolyte,Templar Assassin,1
5643,Leshrac,Outworld Devourer,Chaos Knight,Sven,Rubick,Broodmother,Queen of Pain,Centaur Warrunner,Invoker,Gyrocopter,1
5644,Venomancer,Ancient Apparition,Faceless Void,Gyrocopter,Lion,Lich,Mirana,Nature's Prophet,Queen of Pain,Magnus,2
5645,Beastmaster,Puck,Disruptor,Drow Ranger,Queen of Pain,Nyx Assassin,Wisp,Chaos Knight,Pudge,Sand King,2
5646,Meepo,Faceless Void,Magnus,Shadow Shaman,Skeleton King,Omniknight,Invoker,Spirit Breaker,Lone Druid,Enchantress,2
5647,Lone Druid,Keeper of the Light,Troll Warlord,Skeleton King,Tiny,Viper,Pudge,Slardar,Axe,Dazzle,2
5648,Invoker,Rubick,Lifestealer,Warlock,Luna,Ancient Apparition,Troll Warlord,Crystal Maiden,Kunkka,Spirit Breaker,1
5649,Timbersaw,Invoker,Nature's Prophet,Broodmother,Viper,Lifestealer,Pudge,Ancient Apparition,Drow Ranger,Clockwerk,1
5650,Invoker,Dark Seer,Tidehunter,Meepo,Warlock,Ursa,Omniknight,Tinker,Anti-Mage,Visage,2
5651,Rubick,Faceless Void,Lone Druid,Invoker,Keeper of the Light,Skeleton King,Gyrocopter,Lina,Enigma,Magnus,2
5652,Visage,Vengeful Spirit,Brewmaster,Dark Seer,Phantom Lancer,Beastmaster,Tidehunter,Lina,Alchemist,Wisp,2
5653,Shadow Demon,Juggernaut,Windrunner,Nature's Prophet,Shadow Fiend,Earthshaker,Mirana,Huskar,Silencer,Bloodseeker,2
5654,Pudge,Shadow Shaman,Keeper of the Light,Necrolyte,Chaos Knight,Disruptor,Faceless Void,Gyrocopter,Undying,Sand King,2
5655,Rubick,Nyx Assassin,Drow Ranger,Chaos Knight,Beastmaster,Keeper of the Light,Sniper,Lycanthrope,Earthshaker,Clockwerk,1
5656,Pudge,Beastmaster,Templar Assassin,Tiny,Batrider,Nyx Assassin,Windrunner,Huskar,Slark,Omniknight,2
5657,Naga Siren,Clockwerk,Shadow Shaman,Tidehunter,Invoker,Necrolyte,Batrider,Dark Seer,Centaur Warrunner,Luna,2
5658,Magnus,Sniper,Leshrac,Broodmother,Riki,Sand King,Undying,Night Stalker,Nature's Prophet,Phantom Lancer,1
5659,Templar Assassin,Nature's Prophet,Dazzle,Razor,Windrunner,Faceless Void,Wisp,Invoker,Bounty Hunter,Skeleton King,1
5660,Enchantress,Keeper of the Light,Faceless Void,Morphling,Omniknight,Lone Druid,Wisp,Warlock,Magnus,Huskar,2
5661,Slardar,Ogre Magi,Nyx Assassin,Naga Siren,Shadow Fiend,Shadow Demon,Spirit Breaker,Batrider,Earthshaker,Morphling,1
5662,Vengeful Spirit,Shadow Demon,Dazzle,Dragon Knight,Batrider,Lone Druid,Warlock,Slark,Kunkka,Windrunner,1
5663,Mirana,Pudge,Troll Warlord,Slardar,Warlock,Slark,Windrunner,Vengeful Spirit,Invoker,Nature's Prophet,1
5664,Lion,Beastmaster,Centaur Warrunner,Lifestealer,Phantom Assassin,Queen of Pain,Witch Doctor,Necrolyte,Keeper of the Light,Phantom Lancer,2
5665,Witch Doctor,Riki,Clockwerk,Axe,Death Prophet,Pugna,Enigma,Dark Seer,Venomancer,Troll Warlord,2
5666,Tinker,Disruptor,Magnus,Queen of Pain,Dragon Knight,Outworld Devourer,Phantom Lancer,Shadow Demon,Spirit Breaker,Tidehunter,2
5667,Phantom Lancer,Invoker,Ogre Magi,Nyx Assassin,Rubick,Timbersaw,Bloodseeker,Sniper,Queen of Pain,Pudge,1
5668,Rubick,Puck,Axe,Zeus,Troll Warlord,Anti-Mage,Bounty Hunter,Tidehunter,Pudge,Shadow Shaman,1
5669,Night Stalker,Silencer,Slardar,Lifestealer,Mirana,Nature's Prophet,Shadow Fiend,Lion,Sven,Clinkz,2
5670,Queen of Pain,Slardar,Lion,Spectre,Crystal Maiden,Lina,Clinkz,Dragon Knight,Mirana,Doom,2
5671,Bounty Hunter,Slardar,Venomancer,Axe,Huskar,Windrunner,Nature's Prophet,Morphling,Necrolyte,Anti-Mage,1
5672,Sand King,Clinkz,Chaos Knight,Night Stalker,Phantom Lancer,Pudge,Ursa,Pugna,Death Prophet,Timbersaw,2
5673,Lion,Meepo,Lina,Riki,Shadow Fiend,Pudge,Tinker,Windrunner,Witch Doctor,Faceless Void,2
5674,Viper,Templar Assassin,Vengeful Spirit,Sand King,Faceless Void,Night Stalker,Invoker,Nature's Prophet,Enchantress,Lone Druid,1
5675,Lone Druid,Bounty Hunter,Morphling,Omniknight,Queen of Pain,Chen,Windrunner,Outworld Devourer,Lina,Disruptor,2
5676,Queen of Pain,Lone Druid,Anti-Mage,Pudge,Dazzle,Necrolyte,Slark,Gyrocopter,Tinker,Ancient Apparition,2
5677,Faceless Void,Kunkka,Dark Seer,Keeper of the Light,Ursa,Jakiro,Lifestealer,Bounty Hunter,Wisp,Queen of Pain,2
5678,Silencer,Troll Warlord,Ogre Magi,Bounty Hunter,Tinker,Weaver,Slark,Beastmaster,Nature's Prophet,Alchemist,1
5679,Disruptor,Luna,Huskar,Earthshaker,Medusa,Wisp,Crystal Maiden,Puck,Sven,Invoker,1
5680,Drow Ranger,Vengeful Spirit,Invoker,Phantom Assassin,Nyx Assassin,Faceless Void,Nature's Prophet,Queen of Pain,Silencer,Dark Seer,1
5681,Pugna,Faceless Void,Zeus,Sven,Invoker,Queen of Pain,Riki,Anti-Mage,Disruptor,Magnus,2
5682,Invoker,Bounty Hunter,Lone Druid,Windrunner,Alchemist,Death Prophet,Medusa,Nature's Prophet,Mirana,Drow Ranger,2
5683,Bounty Hunter,Ancient Apparition,Crystal Maiden,Lifestealer,Shadow Fiend,Nyx Assassin,Shadow Demon,Anti-Mage,Tiny,Templar Assassin,1
5684,Naga Siren,Bloodseeker,Keeper of the Light,Spirit Breaker,Tinker,Lion,Enigma,Dragon Knight,Juggernaut,Weaver,1
5685,Bounty Hunter,Batrider,Lion,Gyrocopter,Pudge,Slark,Sand King,Chaos Knight,Troll Warlord,Kunkka,2
5686,Earthshaker,Phantom Assassin,Dragon Knight,Invoker,Phantom Lancer,Lina,Warlock,Tidehunter,Razor,Silencer,2
5687,Tidehunter,Queen of Pain,Lifestealer,Ancient Apparition,Dragon Knight,Pudge,Slark,Sand King,Timbersaw,Axe,1
5688,Bane,Templar Assassin,Clinkz,Centaur Warrunner,Outworld Devourer,Rubick,Death Prophet,Venomancer,Magnus,Necrolyte,1
5689,Shadow Fiend,Phantom Lancer,Shadow Demon,Slardar,Crystal Maiden,Lycanthrope,Clockwerk,Drow Ranger,Necrolyte,Ogre Magi,1
5690,Shadow Demon,Kunkka,Skeleton King,Troll Warlord,Rubick,Doom,Death Prophet,Bounty Hunter,Sniper,Earthshaker,1
5691,Puck,Batrider,Tidehunter,Phantom Lancer,Juggernaut,Dark Seer,Luna,Storm Spirit,Axe,Chen,1
5692,Alchemist,Queen of Pain,Shadow Fiend,Slardar,Slark,Storm Spirit,Weaver,Gyrocopter,Mirana,Morphling,1
5693,Huskar,Lifestealer,Lion,Templar Assassin,Clockwerk,Nature's Prophet,Windrunner,Meepo,Viper,Alchemist,2
5694,Gyrocopter,Lifestealer,Anti-Mage,Batrider,Juggernaut,Alchemist,Phantom Assassin,Tidehunter,Windrunner,Lina,1
5695,Troll Warlord,Vengeful Spirit,Nyx Assassin,Skeleton King,Windrunner,Bounty Hunter,Dazzle,Nature's Prophet,Phantom Assassin,Brewmaster,2
5696,Sand King,Tiny,Nature's Prophet,Keeper of the Light,Dragon Knight,Invoker,Silencer,Puck,Axe,Phantom Assassin,1
5697,Slark,Queen of Pain,Keeper of the Light,Pugna,Phantom Lancer,Shadow Demon,Timbersaw,Kunkka,Mirana,Omniknight,1
5698,Wisp,Crystal Maiden,Undying,Shadow Demon,Slark,Queen of Pain,Invoker,Clockwerk,Ursa,Nature's Prophet,2
5699,Spectre,Jakiro,Silencer,Windrunner,Slardar,Vengeful Spirit,Lifestealer,Nature's Prophet,Pudge,Disruptor,2
5700,Crystal Maiden,Death Prophet,Zeus,Slark,Ursa,Queen of Pain,Invoker,Bloodseeker,Magnus,Dark Seer,1
5701,Phantom Assassin,Windrunner,Shadow Demon,Clockwerk,Pudge,Lone Druid,Storm Spirit,Tinker,Queen of Pain,Rubick,2
5702,Lich,Slark,Nature's Prophet,Silencer,Anti-Mage,Tiny,Lion,Mirana,Brewmaster,Windrunner,2
5703,Dark Seer,Pudge,Lifestealer,Sven,Witch Doctor,Naga Siren,Invoker,Mirana,Nyx Assassin,Nature's Prophet,2
5704,Visage,Alchemist,Earthshaker,Enchantress,Rubick,Shadow Demon,Meepo,Phantom Lancer,Sand King,Enigma,1
5705,Nature's Prophet,Lifestealer,Lion,Lina,Juggernaut,Lycanthrope,Shadow Fiend,Sand King,Keeper of the Light,Jakiro,2
5706,Shadow Demon,Sven,Earthshaker,Zeus,Riki,Juggernaut,Pugna,Alchemist,Rubick,Nyx Assassin,1
5707,Zeus,Vengeful Spirit,Visage,Undying,Ancient Apparition,Tiny,Sven,Pudge,Sand King,Disruptor,2
5708,Phantom Lancer,Batrider,Centaur Warrunner,Earthshaker,Lion,Phantom Assassin,Keeper of the Light,Sand King,Kunkka,Invoker,1
5709,Shadow Fiend,Night Stalker,Phantom Lancer,Nature's Prophet,Wisp,Axe,Puck,Phantom Assassin,Sven,Nyx Assassin,1
5710,Pudge,Necrolyte,Warlock,Troll Warlord,Puck,Lifestealer,Invoker,Earthshaker,Pugna,Keeper of the Light,1
5711,Pudge,Anti-Mage,Gyrocopter,Lifestealer,Omniknight,Batrider,Night Stalker,Nyx Assassin,Phantom Assassin,Windrunner,1
5712,Death Prophet,Windrunner,Ursa,Clinkz,Earthshaker,Morphling,Dark Seer,Chen,Shadow Shaman,Mirana,1
5713,Queen of Pain,Batrider,Lion,Timbersaw,Luna,Sand King,Invoker,Alchemist,Windrunner,Leshrac,1
5714,Clinkz,Faceless Void,Rubick,Timbersaw,Venomancer,Pudge,Spirit Breaker,Juggernaut,Chaos Knight,Lina,1
5715,Chaos Knight,Witch Doctor,Queen of Pain,Drow Ranger,Sand King,Beastmaster,Lifestealer,Nature's Prophet,Invoker,Doom,1
5716,Chaos Knight,Outworld Devourer,Necrolyte,Invoker,Ursa,Kunkka,Dragon Knight,Naga Siren,Enigma,Venomancer,1
5717,Juggernaut,Chaos Knight,Leshrac,Pudge,Windrunner,Rubick,Mirana,Shadow Demon,Slark,Weaver,1
5718,Dragon Knight,Clockwerk,Windrunner,Sand King,Queen of Pain,Lina,Magnus,Spectre,Lion,Nature's Prophet,2
5719,Shadow Shaman,Rubick,Bounty Hunter,Skeleton King,Lifestealer,Windrunner,Lone Druid,Storm Spirit,Faceless Void,Timbersaw,1
5720,Centaur Warrunner,Axe,Riki,Clinkz,Anti-Mage,Lifestealer,Kunkka,Brewmaster,Leshrac,Skeleton King,1
5721,Omniknight,Dark Seer,Dragon Knight,Anti-Mage,Invoker,Ancient Apparition,Outworld Devourer,Warlock,Medusa,Rubick,2
5722,Gyrocopter,Earthshaker,Jakiro,Necrolyte,Lich,Invoker,Tidehunter,Troll Warlord,Phantom Lancer,Tiny,1
5723,Anti-Mage,Pudge,Drow Ranger,Nature's Prophet,Timbersaw,Necrolyte,Shadow Demon,Shadow Fiend,Windrunner,Ancient Apparition,1
5724,Witch Doctor,Phantom Lancer,Tinker,Viper,Keeper of the Light,Leshrac,Skeleton King,Nyx Assassin,Windrunner,Alchemist,2
5725,Centaur Warrunner,Nature's Prophet,Omniknight,Lich,Death Prophet,Undying,Invoker,Tidehunter,Phantom Assassin,Shadow Demon,1
5726,Pudge,Lifestealer,Crystal Maiden,Anti-Mage,Mirana,Queen of Pain,Dragon Knight,Luna,Axe,Witch Doctor,2
5727,Templar Assassin,Vengeful Spirit,Bounty Hunter,Magnus,Lifestealer,Viper,Gyrocopter,Leshrac,Enigma,Riki,2
5728,Warlock,Sven,Lina,Windrunner,Centaur Warrunner,Rubick,Tinker,Sand King,Faceless Void,Timbersaw,2
5729,Puck,Alchemist,Invoker,Lifestealer,Enchantress,Lina,Meepo,Viper,Disruptor,Clockwerk,2
5730,Sand King,Disruptor,Rubick,Alchemist,Earthshaker,Juggernaut,Enigma,Magnus,Troll Warlord,Phantom Lancer,2
5731,Undying,Anti-Mage,Night Stalker,Naga Siren,Axe,Ursa,Shadow Fiend,Kunkka,Dazzle,Clockwerk,2
5732,Ancient Apparition,Faceless Void,Warlock,Earthshaker,Rubick,Lich,Alchemist,Dazzle,Invoker,Mirana,1
5733,Tidehunter,Brewmaster,Zeus,Omniknight,Lifestealer,Clinkz,Bounty Hunter,Ancient Apparition,Luna,Ogre Magi,1
5734,Queen of Pain,Omniknight,Anti-Mage,Rubick,Enchantress,Drow Ranger,Shadow Shaman,Bloodseeker,Gyrocopter,Invoker,2
5735,Earthshaker,Drow Ranger,Shadow Fiend,Enigma,Doom,Lich,Jakiro,Death Prophet,Brewmaster,Chaos Knight,1
5736,Rubick,Bounty Hunter,Doom,Lifestealer,Nyx Assassin,Windrunner,Vengeful Spirit,Ursa,Naga Siren,Tidehunter,1
5737,Clinkz,Disruptor,Venomancer,Clockwerk,Ursa,Gyrocopter,Magnus,Omniknight,Mirana,Shadow Demon,1
5738,Alchemist,Juggernaut,Riki,Undying,Templar Assassin,Bloodseeker,Tidehunter,Anti-Mage,Treant Protector,Nature's Prophet,1
5739,Invoker,Storm Spirit,Axe,Nature's Prophet,Pudge,Sand King,Beastmaster,Weaver,Mirana,Omniknight,2
